|1262.37|1261.1|1256.92|1254.62|1254.21|1252.82|1250.42|1248|1245.54|1245.96|1244.41|1242.83|1242.2|1240.56|1239.87|1239.16|1239.39|1235.69|1233.91|1233.09|1234.19|1234.29|1233.39|1232.46|1229.54|1228.56|1225.58|1224.54|1224.46|1226.34|1226.21|1226.07|1223.92|1223.72|1221.52|1221.27|1220.01|1218.72|1217.41|1218.06|1218.69|1218.3|1218.88|1218.44|1217.98|1217.5|1216.99|1215.46|1214.91|1216.32|1215.72|1215.1|1215.45|1214.78|1215.09|1214.37|1214.63|1213.87|1214.08|1213.28|1213.45|1213.59|1213.72|1214.82|1214.9|1213.95|1212.99|1213|1212.99|1214.95|1214.9|1214.82|1214.72|1213.59|1214.45|1214.28|1215.08|1214.87|1214.63|1211.38|1211.09|1208.79|1212.46|1214.1|1214.73|1215.33|1215.9|1214.47|1213.01|1212.52|1215.99|1221.42|1220.87|1221.28|1220.67|1220.05|1220.39|1220.71|1221|1226.22|1229.44|1232.62|1233.8|1233.97|1235.1|1234.23|1235.31|1235.38|1237.39|1239.38|1239.37|1241.3|1243.2|1243.12|1244.97|1246.79|1249.56|1250.34|1252.08|1251.83|1253.51|1257.1|1259.69|1262.25|1262.84|1262.43|1262.96|1264.43|1269.73
|1264.47|1262.24|1259.97|1258.63|1253.41|1247.18|1247.67|1247.17|1249.55|1249|1248.42|1244.9|1242.32|1240.68|1239.98|1240.24|1240.47|1238.72|1233.03|1232.19|1230.36|1229.47|1228.56|1228.61|1227.64|1225.67|1224.66|1225.59|1225.51|1226.39|1226.27|1227.1|1225.94|1225.74|1223.54|1220.32|1220.05|1220.74|1219.43|1220.08|1217.72|1219.32|1218.9|1217.47|1217.01|1214.53|1213.02|1213.48|1213.92|1215.34|1215.73|1215.11|1214.46|1214.79|1214.09|1213.38|1213.64|1213.87|1212.09|1212.28|1212.45|1212.6|1213.72|1212.82|1213.9|1213.95|1213.99|1215|1215.99|1216.95|1216.9|1216.82|1217.72|1217.59|1216.45|1217.28|1217.09|1214.87|1213.64|1211.38|1211.1|1207.8|1212.47|1213.11|1215.73|1216.34|1216.91|1216.47|1214.02|1213.53|1215.01|1222.44|1223.87|1224.28|1222.69|1222.06|1221.41|1220.74|1222.03|1225.27|1228.49|1232.67|1232.86|1234.02|1234.16|1234.28|1237.34|1238.39|1238.44|1238.46|1240.42|1243.34|1244.26|1243.2|1247.01|1247.85|1247.69|1249.46|1250.22|1252.91|1253.62|1255.27|1257.87|1261.4|1262|1262.56|1264.07|1267.47|1268.92
|1262.64|1262.32|1261.01|1259.67|1259.27|1258.83|1256.44|1254.98|1252.52|1251.97|1248.48|1248.84|1246.26|1244.62|1244.91|1242.24|1241.49|1238.76|1237.96|1236.15|1235.3|1234.42|1235.47|1234.54|1234.56|1234.56|1232.56|1231.53|1230.47|1229.38|1229.25|1228.11|1226.95|1222.79|1223.56|1223.31|1222.05|1220.76|1220.44|1221.08|1219.72|1219.33|1218.91|1218.47|1219.01|1219.51|1220|1219.47|1218.91|1217.34|1215.74|1215.11|1215.46|1216.79|1217.09|1218.37|1218.63|1216.87|1215.09|1214.28|1215.45|1217.59|1219.72|1219.82|1219.9|1217.95|1215.99|1216|1215.99|1215.95|1216.9|1216.82|1216.72|1217.59|1218.45|1218.28|1218.09|1218.87|1217.63|1217.38|1217.09|1217.79|1216.46|1215.11|1214.74|1213.35|1212.93|1212.5|1218.01|1220.51|1221|1220.46|1219.91|1217.34|1216.74|1213.14|1211.51|1213.81|1218.08|1227.27|1231.48|1234.67|1234.86|1237.01|1238.14|1238.26|1238.35|1241.38|1243.39|1244.4|1244.39|1244.36|1247.25|1250.1|1252.93|1251.81|1251.65|1252.44|1252.23|1251.99|1256.6|1259.22|1260.84|1261.47|1264|1265.53|1268.01|1269.48|1270.92
|1263.51|1261.28|1259.97|1258.63|1256.3|1252.97|1250.57|1251.04|1250.52|1249|1248.42|1243.93|1241.34|1240.68|1239.98|1240.24|1239.49|1236.76|1235.96|1235.13|1234.28|1233.39|1234.45|1231.55|1231.58|1231.57|1230.56|1229.53|1228.47|1226.39|1224.29|1224.14|1222.97|1222.77|1221.56|1220.32|1218.06|1218.76|1218.43|1219.08|1220.7|1221.3|1220.89|1220.45|1219|1213.53|1214.02|1212.49|1212.93|1214.34|1215.73|1216.11|1217.46|1217.78|1218.09|1218.37|1217.63|1216.87|1216.09|1215.28|1215.45|1215.59|1215.72|1214.82|1214.9|1214.95|1214.99|1215|1214.99|1214.95|1213.9|1213.82|1213.72|1214.59|1214.45|1214.28|1214.09|1213.87|1213.64|1213.38|1214.09|1215.79|1216.46|1218.1|1218.73|1220.32|1221.9|1222.45|1222.98|1224.48|1223.97|1223.44|1223.87|1223.29|1222.69|1224.05|1224.39|1226.69|1228.97|1230.22|1230.47|1232.67|1231.87|1234.02|1236.14|1236.26|1235.37|1235.44|1236.47|1237.48|1243.37|1246.28|1246.22|1246.14|1245.05|1246.88|1248.67|1248.48|1250.22|1251.94|1256.54|1260.14|1261.76|1262.38|1262.97|1262.56|1263.1|1264.57|1265.05
|1260.37|1258.14|1254.91|1251.65|1251.25|1249.85|1249.38|1248.89|1246.44|1242.02|1241.44|1241.8|1240.2|1240.51|1238.85|1236.18|1233.48|1233.69|1234.84|1234.02|1233.17|1231.31|1230.41|1229.48|1226.56|1223.6|1221.61|1220.57|1218.52|1218.42|1220.26|1220.11|1220.93|1220.73|1219.52|1218.28|1219|1218.71|1219.38|1220.03|1219.67|1217.29|1215.88|1213.46|1213.99|1213.51|1213|1213.46|1211.91|1210.34|1210.73|1211.1|1211.46|1211.78|1212.09|1213.37|1211.63|1211.87|1212.08|1212.28|1211.45|1211.59|1211.72|1211.82|1212.9|1212.95|1212.99|1212|1211.99|1212.95|1212.9|1213.82|1213.72|1212.59|1212.45|1212.28|1213.08|1213.87|1215.63|1216.37|1217.08|1217.77|1216.44|1216.09|1215.72|1215.32|1215.9|1217.45|1218.97|1219.48|1219.96|1219.42|1220.85|1220.27|1221.65|1223.01|1225.33|1224.66|1224.95|1226.2|1224.47|1226.66|1226.86|1229|1231.12|1233.22|1235.28|1236.33|1236.37|1237.38|1238.35|1238.32|1242.18|1243.08|1244.92|1245.76|1245.6|1245.41|1245.19|1249.83|1250.53|1251.21|1251.86|1252.48|1254.05|1255.58|1257.09|1258.56|1260.97
|1255.22|1255.87|1256.5|1250.36|1248.04|1247.61|1248.12|1246.68|1245.2|1242.72|1238.27|1234.76|1235.1|1236.39|1232.78|1229.15|1229.38|1228.61|1227.81|1227.97|1228.1|1228.21|1226.33|1225.4|1223.47|1221.5|1221.48|1219.46|1217.42|1216.33|1217.2|1218.04|1217.87|1216.68|1215.48|1214.24|1213.97|1215.66|1213.36|1212.03|1209.68|1210.28|1209.87|1208.44|1209.97|1209.49|1209.98|1210.44|1209.89|1210.31|1209.71|1209.09|1208.44|1207.78|1209.08|1208.37|1208.63|1208.87|1209.08|1208.27|1208.44|1206.59|1206.72|1205.82|1206.9|1206.95|1206.99|1208|1207.99|1208.95|1209.9|1208.82|1207.72|1207.59|1208.44|1208.27|1209.08|1208.87|1209.63|1209.36|1210.08|1211.77|1213.43|1212.08|1211.71|1214.3|1215.87|1215.42|1215.95|1215.46|1214.95|1214.41|1215.84|1217.24|1219.61|1219.97|1220.31|1220.62|1219.92|1222.16|1222.4|1223.61|1225.78|1226.93|1228.06|1229.16|1229.25|1231.28|1231.32|1230.35|1233.29|1236.2|1239.08|1238.99|1238.87|1239.71|1244.43|1244.24|1245.97|1245.72|1250.31|1250.98|1251.62|1251.26|1251.85|1257.25|1258.74|1257.31|1257.78
|1251.29|1248.11|1244.88|1245.47|1244.11|1243.68|1243.22|1237.91|1235.45|1233.94|1234.33|1235.67|1235.04|1235.36|1232.73|1231.04|1230.3|1230.51|1229.72|1228.9|1228.06|1227.19|1223.35|1220.45|1219.5|1218.52|1217.51|1217.46|1218.38|1217.29|1217.17|1217.03|1214.88|1211.72|1211.5|1212.24|1212.96|1212.67|1213.35|1211.02|1208.67|1209.28|1207.87|1207.43|1207.97|1206.49|1206.98|1207.45|1207.89|1208.31|1207.71|1209.09|1206.44|1205.78|1205.08|1204.37|1204.63|1204.87|1206.08|1206.27|1206.44|1206.59|1206.72|1205.82|1204.9|1205.95|1205.99|1207|1206.99|1206.95|1207.9|1206.82|1207.72|1207.59|1207.44|1207.27|1208.08|1206.87|1206.63|1207.36|1207.08|1207.77|1209.44|1210.08|1209.71|1211.3|1210.88|1212.43|1211.96|1213.46|1212.95|1217.38|1215.82|1215.24|1214.63|1214.99|1217.32|1217.63|1217.92|1219.17|1218.42|1217.65|1218.83|1219.99|1223.09|1224.2|1224.29|1224.36|1225.39|1227.37|1228.34|1230.27|1232.18|1235.03|1234.91|1235.75|1238.52|1239.3|1240.06|1240.79|1240.52|1241.19|1246.7|1250.23|1250.81|1253.31|1254.8|1257.24|1256.74
|1246.83|1244.62|1244.29|1242.98|1240.67|1239.29|1238.84|1238.37|1235.94|1234.44|1231.94|1228.44|1226.85|1226.2|1225.53|1225.8|1226.04|1224.31|1221.58|1221.74|1219.92|1215.14|1215.22|1213.32|1212.37|1213.36|1211.38|1211.34|1211.27|1210.19|1210.08|1208.95|1208.78|1207.61|1205.41|1205.17|1203.92|1204.62|1206.29|1205.96|1205.6|1205.21|1204.81|1204.37|1202.92|1201.45|1200.95|1201.42|1201.86|1203.28|1201.69|1202.07|1200.43|1198.76|1201.07|1201.35|1201.62|1201.86|1201.07|1201.27|1200.44|1200.59|1201.71|1201.82|1199.9|1199.95|1201.99|1200|1199.99|1199.95|1199.9|1200.82|1201.71|1202.59|1202.44|1202.27|1201.07|1199.86|1200.62|1202.35|1203.06|1204.75|1205.42|1205.06|1205.68|1205.28|1204.85|1206.4|1206.92|1208.42|1209.89|1209.35|1208.78|1209.19|1209.57|1209.93|1211.25|1213.54|1215.81|1216.06|1215.31|1217.5|1217.68|1217.84|1218.96|1219.07|1222.11|1223.16|1223.19|1224.18|1224.16|1226.08|1227.97|1228.86|1229.71|1231.52|1232.33|1233.1|1233.85|1235.54|1238.18|1239.82|1239.48|1242.03|1242.6|1244.12|1244.64|1246.1|1250.42
|1240.99|1238.77|1239.4|1239.05|1237.7|1235.36|1233.95|1232.5|1229.1|1229.53|1228.97|1227.41|1222.91|1221.28|1221.58|1219.9|1220.14|1217.43|1215.66|1214.85|1214.01|1215.1|1214.2|1214.26|1214.3|1212.35|1208.39|1206.38|1206.31|1206.22|1205.12|1204.97|1205.8|1204.62|1203.41|1202.18|1200.93|1201.63|1202.31|1201.97|1201.61|1202.22|1202.81|1200.39|1199.93|1197.46|1196.96|1195.43|1197.87|1198.29|1199.69|1199.07|1198.43|1196.76|1197.07|1198.35|1198.62|1199.86|1199.07|1199.27|1199.44|1197.59|1197.71|1197.82|1197.9|1198.95|1198.99|1199|1199.99|1199.95|1198.9|1197.82|1197.71|1197.59|1197.44|1198.27|1197.08|1197.86|1197.62|1198.35|1199.07|1200.76|1200.42|1201.07|1202.68|1204.27|1204.85|1204.4|1202.93|1204.43|1205.9|1205.36|1205.79|1206.19|1207.57|1206.93|1207.27|1208.57|1207.86|1212.08|1213.31|1214.51|1215.68|1214.85|1215.97|1216.08|1215.18|1215.25|1218.23|1221.19|1220.2|1221.14|1223.03|1223.92|1226.73|1227.56|1229.35|1231.1|1233.8|1235.49|1237.15|1235.87|1236.5|1237.11|1238.66|1240.18|1244.57|1246.99|1247.45
|1236.52|1234.32|1233.04|1229.82|1229.44|1228.07|1224.74|1222.34|1222.81|1223.25|1223.67|1222.12|1218.6|1215.04|1212.43|1213.68|1212.95|1212.2|1212.4|1208.66|1207.83|1206.97|1206.08|1204.18|1204.22|1204.24|1203.24|1203.21|1203.15|1201.09|1199.01|1198.87|1198.71|1197.54|1196.34|1196.1|1194.85|1195.56|1195.25|1194.92|1194.56|1194.18|1194.77|1193.35|1192.89|1192.42|1192.91|1192.39|1191.84|1192.27|1192.67|1192.05|1192.41|1192.74|1191.06|1191.35|1189.61|1189.85|1191.07|1191.27|1191.44|1190.59|1191.71|1190.82|1191.9|1191.95|1192.99|1192|1192.99|1192.95|1192.9|1192.82|1193.71|1193.59|1193.44|1194.26|1194.07|1192.85|1193.61|1195.34|1196.05|1197.73|1197.4|1196.04|1196.66|1196.26|1195.83|1196.37|1195.9|1195.4|1194.88|1197.32|1199.74|1203.12|1203.5|1203.85|1204.18|1203.49|1204.76|1206|1205.24|1206.44|1207.61|1207.76|1209.86|1211.94|1213.99|1214.04|1216.03|1217.02|1218.96|1219.89|1218.83|1218.72|1217.62|1217.46|1217.29|1220.01|1223.68|1224.39|1226.05|1228.65|1229.28|1229.88|1231.42|1234.86|1237.31|1237.79|1238.24
